name,type,breed,color,sex,size,date_of_birth,impound_number,kennel_number,animal_id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,outcome_jurisdiction,outcome_zip_code,location,sex_clean,age_at_outcome,age_at_intake
NA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,NA,K16-018117,CS06,A334455,2016-03-17,2016-04-05,19,STRAY,FIELD,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Female,NA,NA
*JOEY,DOG,PIT BULL/LABRADOR RETR,BLACK,Neutered,MED,2016-06-02,K17-023753,MOBILE,A353508,2017-06-02,2017-08-05,64,STRAY,FIELD,ADOPTION,MOB EVENT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Male,1.17534246575342,1
NA,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,2014-08-11,K16-020248,CS06,A340739,2016-08-11,2016-08-20,9,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Female,2.02739726027397,2.0027397260274
OWEN,DOG,AUST SHEPHERD/MIX,BLACK/WHITE,Neutered,MED,2008-06-19,K14-009384,DS79,A308127,2014-06-19,2014-06-20,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_IDTAG,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405
(38.439152, -122.672541)",Male,6.00547945205479,6.0027397260274
SMOKEY,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,SMALL,2010-10-17,K15-016182,CS04,A327810,2015-09-29,2015-11-28,60,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Female,5.11780821917808,4.95342465753425
TIN TIN,DOG,CHIHUAHUA SH,TRICOLOR,Neutered,TOY,2011-01-03,K17-022084,DA03,A346893,2017-01-03,2017-01-12,9,STRAY,FIELD,ADOPTION,REFERRAL,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,6.03013698630137,6.00547945205479
NA,CAT,DOMESTIC SH,GRAY TABBY,Unknown,KITTN,NA,K16-020035,CS06,A340239,2016-07-30,2016-08-02,3,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,NA,NA
GONZO,DOG,CHIHUAHUA SH,BLACK/WHITE,Male,TOY,1999-11-04,K14-011583,DS70,A313367,2014-11-01,2014-11-04,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,15.0109589041096,15.0027397260274
ROXY/CHICA,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Female,SMALL,2013-01-28,K16-017625,TRUCK,A332508,2016-01-28,2016-01-28,0,STRAY,FIELD,TRANSFER,PETSLIFELN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95476,"95476
(38.280393, -122.464588)",Male,3,3
MOJO,DOG,CHIHUAHUA SH/MIX,TAN,Neutered,TOY,1995-04-24,K14-008580,DS96,A305844,2014-04-24,2014-04-24,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95403,"95403
(38.486997, -122.749134)",Male,19.013698630137,19.013698630137
LIZZIE,CAT,DOMESTIC MH,BLACK,Spayed,SMALL,2000-12-19,K15-016926,SMM,A329897,2015-11-28,2015-12-19,21,STRAY,OVER THE COUNTER,ADOPTION,FINDER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,*ROHNERT PARK,94928,"94928
(38.346718, -122.695947)",Female,15.0082191780822,14.9506849315068
NESSA,DOG,PIT BULL,WHITE/BROWN,Spayed,LARGE,2011-09-27,K14-011462,DS79,A285425,2014-10-25,2014-10-25,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Female,3.07945205479452,3.07945205479452
*RICKY,DOG,CHIHUAHUA SH,BROWN/WHITE,Neutered,SMALL,2008-04-29,K14-008525,DA06,A305628,2014-04-19,2014-05-02,13,STRAY,FIELD,TRANSFER,RP SHELTER,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928
(38.346718, -122.695947)",Male,6.01095890410959,5.97534246575342
KALI,DOG,YORKSHIRE TERR,AGOUTI,Spayed,TOY,NA,K17-023783,DS49,A347302,2017-06-05,2017-06-10,5,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Female,NA,NA
NA,DOG,SIBERIAN HUSKY,BLACK/WHITE,Unknown,MED,NA,K17-023015,DQ116,A350831,2017-04-04,2017-05-03,29,CONFISCATE,FLD_LIVSTK,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,NA,NA
MOLLY,DOG,LABRADOR RETR,YELLOW,Spayed,MED,2005-05-22,K15-014104,DS79,A322343,2015-05-22,2015-05-23,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Female,10.0082191780822,10.0054794520548
NA,CAT,DOMESTIC SH,ORG TABBY,Unknown,KITTN,NA,K16-020132,RECEIVING,A340562,2016-08-04,2016-08-04,0,STRAY,COMM CAT,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
CATALEA,DOG,PIT BULL,BLUE/WHITE,Female,LARGE,2012-08-09,K14-010192,DS57,A309985,2014-08-09,2014-08-27,18,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,BEH SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,NA,NA,NA,Male,2.04931506849315,2
BOOTSIE,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,2016-05-02,K16-020080,CS06,A340315,2016-08-02,2016-08-17,15,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407
(38.403734, -122.736775)",Female,0.293150684931507,0.252054794520548
SIMBA,DOG,PIT BULL,BROWN/WHITE,Neutered,LARGE,2008-09-26,K14-008045,DQ118,A239621,2014-03-12,2014-03-12,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95492,"95492
(38.541541, -122.809202)",Male,5.46027397260274,5.46027397260274
LUNA,DOG,SIBERIAN HUSKY,BLACK/WHITE,Spayed,MED,2011-08-11,K15-012529,DA28,A280640,2015-01-24,2015-02-03,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94931,"94931
(38.325442, -122.71081)",Female,3.48493150684931,3.45753424657534
DRAGON,DOG,PARSON RUSS TER/MIX,BLUE/TAN,Neutered,SMALL,2013-01-17,K13-007180,DA43,A301015,2013-12-28,2014-01-18,21,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,1.0027397260274,0.945205479452055
*CINDY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,2015-07-24,K15-016543,LOBBY,A329179,2015-10-24,2015-11-28,35,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Female,0.347945205479452,0.252054794520548
NA,CAT,DOMESTIC MH,TAN,Female,SMALL,NA,K15-016809,SMM,A329703,2015-11-16,2015-11-19,3,STRAY,FIELD,EUTHANIZE,ILL SEVERE,HEALTHY,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
*MARLEY,CAT,SIAMESE/MIX,LYNX PT,Neutered,KITTN,2014-03-05,K14-008491,LOBBY,A305429,2014-04-16,2014-05-03,17,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,WINDSOR,COUNTY,95403,"95403
(38.486997, -122.749134)",Male,0.161643835616438,0.115068493150685
ANNIKA,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,2014-07-20,K16-019879,CI02,A339934,2016-07-20,2016-07-29,9,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,2.02739726027397,2.0027397260274
DARLA,DOG,PIT BULL,WHITE,Female,MED,NA,K16-017382,DS87,A329588,2016-01-07,2016-01-20,13,OWNER SURRENDER,FIELD,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Male,NA,NA
LOUIE,DOG,YORKSHIRE TERR,BLACK/TAN,Male,PUPPY,2016-06-02,K16-021599,SMM,A345451,2016-11-16,2016-11-17,1,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,0.46027397260274,0.457534246575342
SPADE,DOG,PIT BULL/MIX,WHITE/BLACK,Neutered,LARGE,2011-08-08,K15-014369,DS75,A288042,2015-06-08,2015-06-18,10,CONFISCATE,FLD_EVICT,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,3.86301369863014,3.83561643835616
SAMPSON,CAT,SNOWSHOE,SEAL PT/WHITE,Neutered,SMALL,NA,K15-013601,CA02,A320780,2015-04-16,2015-04-24,8,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_LETTER,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,NA,NA
*ARIEL,DOG,CHIHUAHUA SH,TRICOLOR,Spayed,TOY,2013-08-27,K14-007906,DA46,A303347,2014-02-27,2014-03-08,9,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,67216,"67216
(37.614904, -97.315184)",Female,0.528767123287671,0.504109589041096
NA,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,KITTN,2016-04-07,K16-019163,CS06,A337994,2016-06-04,2016-06-14,10,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,0.186301369863014,0.158904109589041
FRANCESCA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,2015-07-29,K16-017639,LOBBY,A332533,2016-01-29,2016-02-03,5,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,COUNTY,95412,"95412
(38.705157, -123.351858)",Female,0.517808219178082,0.504109589041096
EMMA,CAT,DOMESTIC SH,BLACK,Female,KITTN,2017-05-27,K17-024146,CA03,A354503,2017-06-27,2017-06-28,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95436,"95436
(38.491884, -122.90672)",Male,0.0876712328767123,0.0849315068493151
PANDA,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,2016-04-22,K16-019415,CS04,A338719,2016-06-24,2016-07-26,32,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,0.26027397260274,0.172602739726027
DRAKE,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,2014-01-25,K16-017452,DA28,A331865,2016-01-13,2016-02-02,20,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401
(38.446019, -122.766748)",Male,2.02191780821918,1.96712328767123
NA,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,NA,K16-021103,RECEIVING,A343336,2016-10-08,2016-10-08,0,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
SOPHIE,CAT,DOMESTIC SH,GRAY,Spayed,KITTN,2015-09-13,K15-016787,LOBBY,A329664,2015-11-13,2015-12-12,29,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,COUNTY,WINDSOR,95492,"95492
(38.541541, -122.809202)",Female,0.246575342465753,0.167123287671233
*WENDY,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,2014-06-22,K14-009759,LOBBY,A308961,2014-07-11,2014-08-30,50,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Female,0.189041095890411,0.0520547945205479
NA,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,2017-04-25,K17-025028,CS06,A358583,2017-08-25,2017-08-31,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,UNKNOWN,HEALTHY,COUNTY,COUNTY,94952,"94952
(38.236012, -122.730241)",Female,0.350684931506849,0.334246575342466
MAC,DOG,PIT BULL,BLACK/WHITE,Neutered,LARGE,2012-05-19,K16-021616,DS65,A283779,2016-11-17,2016-11-29,12,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,4.53424657534247,4.5013698630137
ALLIE,CAT,DOMESTIC SH,ORG TABBY,Spayed,SMALL,2013-05-13,K16-018748,CA02,A336666,2016-05-06,2016-05-13,7,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928
(38.346718, -122.695947)",Female,3.0027397260274,2.98356164383562
LEO,DOG,CHIHUAHUA LH/MIX,BLACK,Neutered,SMALL,2011-08-29,K17-023711,DA01,A296268,2017-06-01,2017-07-08,37,STRAY,FIELD,ADOPTION,REFERRAL-V,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954
(38.245316, -122.59871)",Male,5.86301369863014,5.76164383561644
*BONNIE,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,2016-04-09,K16-019367,LOBBY,A338618,2016-06-21,2016-06-25,4,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472
(38.394388, -122.850998)",Female,0.210958904109589,0.2
*TROY,DOG,DOBERMAN PINSCH,BLACK/TAN,Neutered,LARGE,2013-09-02,K14-010574,FOSTER,A311008,2014-09-02,2014-09-16,14,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448
(38.618857, -122.861927)",Male,1.03835616438356,1
*PARSLEY,CAT,DOMESTIC MH,BRN TABBY,Spayed,KITTN,2014-06-10,K14-010731,CA02,A311426,2014-09-10,2014-09-26,16,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,WINDSOR,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Female,0.295890410958904,0.252054794520548
*HANNAH,DOG,AUST CATTLE DOG/MIX,BROWN,Spayed,LARGE,2005-08-19,K16-020179,DA25,A340637,2016-08-06,2016-09-29,54,STRAY,OVER THE COUNTER,TRANSFER,MUTTVILLE,TREATABLE/MANAGEABLE,TREATABLE/REHAB,COUNTY,OUT OF COUNTY,94141,"94141
(37.78008, -122.420168)",Female,11.1205479452055,10.972602739726
*GABBY,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,2014-09-05,K14-011218,WESTFARM,A312672,2014-10-11,2014-11-10,30,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95457,"95457
(38.875468, -122.566723)",Female,0.180821917808219,0.0986301369863014
SADIE,DOG,POODLE MIN,CREAM,Female,PUPPY,2017-02-21,K17-024506,DS96,A355881,2017-07-21,2017-07-22,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,FLD_PRVS,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,95843,"95843
(38.715607, -121.364445)",Male,0.413698630136986,0.410958904109589
NA,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,2015-04-04,K15-013444,CS06,A319818,2015-04-04,2015-04-04,0,STRAY,BORN_HERE,TRANSFER,HSSC,HEALTHY,HEALTHY,WINDSOR,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,0,0
WESS,DOG,GERM SHEPHERD/MIX,BROWN/BLACK,Male,MED,NA,K16-017795,TRUCK,A333106,2016-02-16,2016-02-16,0,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,NA,NA
*SHADOW,DOG,CHIHUAHUA SH,BLACK/WHITE,Spayed,SMALL,2005-10-24,K14-011447,DQ114,A313050,2014-10-24,2015-01-25,93,STRAY,FIELD,TRANSFER,HSIMC,HEALTHY,UNTREATABLE,COUNTY,NA,NA,NA,Female,9.26027397260274,9.00547945205479
STARLA,DOG,DACHSHUND WH/CAIRN TERRIER,BLACK/WHITE,Spayed,SMALL,2012-02-18,K14-007747,DA02,A302851,2014-02-18,2014-03-04,14,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,*SONOMA,95476,"95476
(38.280393, -122.464588)",Female,2.04109589041096,2.0027397260274
NA,CAT,DOMESTIC SH,BLACK/WHITE,Female,KITTN,2016-05-07,K16-019192,CA03,A338043,2016-06-07,2016-06-29,22,STRAY,COMM CAT,EUTHANIZE,FERAL,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,0.145205479452055,0.0849315068493151
LUNA,DOG,BOSTON TERRIER/MIX,BR BRINDLE/WHITE,Spayed,MED,2011-07-14,K15-013185,DS79,A279485,2015-03-17,2015-03-26,9,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404
(38.458384, -122.675588)",Female,3.7013698630137,3.67671232876712
*RASCAL,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,2017-06-05,K17-024247,LOBBY,A354689,2017-07-05,2017-08-04,30,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95403,"95403
(38.486997, -122.749134)",Male,0.164383561643836,0.0821917808219178
DENALI,DOG,DOBERMAN PINSCH/PIT BULL,BROWN/WHITE,Spayed,MED,2015-06-29,K15-015767,DI105,A334349,2015-09-02,2015-09-18,16,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448
(38.618857, -122.861927)",Female,0.221917808219178,0.178082191780822
ENRIQUE,DOG,CHIHUAHUA SH,BROWN,Neutered,TOY,2013-02-07,K15-012726,DA46,A316615,2015-02-07,2015-02-19,12,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403
(38.486997, -122.749134)",Male,2.03287671232877,2
LACEY,DOG,PARSON RUSS TER,WHITE/BROWN,Spayed,SMALL,2007-03-25,K16-017516,DS82,A212709,2016-01-20,2016-01-21,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Female,8.83287671232877,8.83013698630137
LOLA,DOG,AMERICAN STAFF/PIT BULL,BLUE/WHITE,Female,LARGE,NA,K14-009868,DQ116,A031601,2014-07-18,2014-08-11,24,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,NA,NA
RUSTY,DOG,GOLDEN RETR,BROWN,Male,MED,NA,K16-020029,DS81,A340226,2016-07-29,2016-08-02,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954
(38.245316, -122.59871)",Male,NA,NA
NA,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Female,SMALL,2008-11-15,K15-016806,SMM,A329698,2015-11-15,2015-11-25,10,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,7.03013698630137,7.0027397260274
CLYDE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,2016-05-14,K16-019859,MAC,A339890,2016-07-19,2016-09-16,59,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472,"95472
(38.394388, -122.850998)",Male,0.342465753424658,0.180821917808219
MILEY,DOG,CHIHUAHUA SH,BROWN/WHITE,Female,TOY,2013-10-04,K14-011046,DS49,A312332,2014-09-30,2014-10-04,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,*TRIBAL RESV,OUT OF COUNTY,94590,"94590
(38.104843, -122.246963)",Male,1,0.989041095890411
*KRIS,DOG,SIBERIAN HUSKY/MIX,BLACK/TAN,Spayed,PUPPY,2017-03-26,K17-024134,DI098,A354489,2017-06-27,2017-06-28,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Female,0.257534246575342,0.254794520547945
CHANCE,DOG,GREAT DANE/LABRADOR RETR,BLACK/WHITE,Neutered,X-LRG,2009-05-28,K14-008388,DS81,A240933,2014-04-10,2014-05-02,22,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,AN RESC AV,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,NA,NA,Male,4.93150684931507,4.87123287671233
GEMINI,DOG,ROTTWEILER/AKITA,TAN,Female,LARGE,2009-05-03,K15-014618,DS81,A252013,2015-06-25,2015-06-27,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Male,6.15342465753425,6.14794520547945
*TRIXIE,DOG,CHIHUAHUA SH,BLACK/WHITE,Spayed,TOY,2013-01-31,K14-007533,DA47,A302194,2014-01-31,2014-02-11,11,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,*HEALDSBURG,WINDSOR,95492,"95492
(38.541541, -122.809202)",Female,1.03013698630137,1
MAGIC,CAT,DOMESTIC LH,BLACK/WHITE,Spayed,SMALL,2002-03-18,K17-022830,SMM,A349685,2017-03-17,2017-03-21,4,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Female,15.0191780821918,15.0082191780822
NA,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,NA,K16-018626,CS06,A336102,2016-04-27,2016-04-30,3,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,94952,"94952
(38.236012, -122.730241)",Male,NA,NA
NA,CAT,DOMESTIC LH,ORANGE,Neutered,SMALL,2013-05-11,K17-023454,TRUCK,A352602,2017-05-11,2017-05-11,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,4.0027397260274,4.0027397260274
NA,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,NA,K17-024273,CS06,A354713,2017-07-06,2017-07-12,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952
(38.236012, -122.730241)",Female,NA,NA
NA,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,NA,K16-018514,SMM,A335633,2016-04-16,2016-04-25,9,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
DIESEL,DOG,PIT BULL,WHITE/BLUE,Male,LARGE,2011-07-21,K14-007307,DQ117,A293743,2014-01-09,2014-02-07,29,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,2.55342465753425,2.47397260273973
WINK,DOG,LABRADOR RETR/MIX,YELLOW/WHITE,Spayed,LARGE,2006-12-16,K14-008200,DS67,A304643,2014-03-27,2014-03-27,0,TRANSFER,VET_HOSP,RETURN TO OWNER,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95405,"95405
(38.439152, -122.672541)",Female,7.28219178082192,7.28219178082192
GENESIS,DOG,PIT BULL/MIX,GRAY,Spayed,MED,2014-04-29,K16-021409,DS76,A344447,2016-11-01,2016-11-01,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Female,2.51232876712329,2.51232876712329
SYRAH,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,SMALL,2001-04-28,K17-023214,SMM,A068228,2017-04-21,2017-04-28,7,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_NOTICE,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95439,"95439
(38.49169, -122.776056)",Female,16.0109589041096,15.9917808219178
NA,CAT,DOMESTIC SH,CALICO,Female,SMALL,2002-10-22,K15-016428,SMM,A328609,2015-10-16,2015-10-23,7,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,NA,NA,NA,Male,13.0109589041096,12.9917808219178
ZEUS,DOG,ROTTWEILER,BLACK/TAN,Male,X-LRG,2013-10-17,K16-018429,DQ110,A328615,2016-04-12,2016-04-12,0,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95409,"95409
(38.458965, -122.630156)",Male,2.48767123287671,2.48767123287671
